-0.315195	0.179853	1.000000
0.107595	-0.029051	1.000000
-0.185186	-0.046594	1.000000
0.417559	-0.611041	-1.000000
-0.709961	-0.378453	-1.000000
0.817966	-0.339780	-1.000000
-0.426304	0.246405	1.000000
-0.629090	-0.034066	-1.000000
-0.101373	-0.342936	1.000000
-0.115091	0.589987	-1.000000
-0.742537	-0.230896	-1.000000
-0.176015	0.202490	1.000000
0.482520	0.077956	1.000000
-0.451300	0.058579	1.000000
-0.101936	0.560738	-1.000000
0.117699	0.025009	1.000000
-0.277058	-0.163113	1.000000
-0.841363	-0.237808	-1.000000
0.102499	-0.524597	-1.000000
0.741458	-0.476078	-1.000000
-0.530935	-0.381524	-1.000000
-0.000124	0.000154	1.000000
-0.218510	-0.283071	1.000000
0.064006	-0.075869	1.000000
0.187447	0.015254	1.000000
0.388434	-0.291113	1.000000
-0.296896	0.210095	1.000000
-0.378333	0.635760	-1.000000
0.574020	-0.146708	-1.000000
0.801734	-0.525407	-1.000000
-0.060222	0.052230	1.000000
-0.214719	-0.483126	-1.000000
0.045105	0.413242	1.000000
0.663627	-0.719413	-1.000000
0.468531	0.420537	-1.000000
-0.049267	0.030175	1.000000
-0.343603	-0.301825	1.000000
0.083517	0.135366	1.000000
0.179711	0.710245	-1.000000
0.250455	-0.125666	1.000000
-0.268469	-0.270694	1.000000
0.470130	-0.445839	-1.000000
0.024252	0.963110	-1.000000
0.027918	-0.870127	-1.000000
-0.166923	0.377378	1.000000
-0.115090	-0.208590	1.000000
-0.001965	0.199851	1.000000
0.072049	-0.234439	1.000000
-0.290787	0.495726	-1.000000
-0.726125	-0.073736	-1.000000
0.167871	-0.017862	1.000000
-0.378729	0.010530	1.000000
-0.090217	-0.013859	1.000000
0.076733	0.039887	1.000000
0.144850	0.102434	1.000000
0.182131	-0.122162	1.000000
0.438593	0.318277	-1.000000
-0.392669	-0.128420	1.000000
-0.012482	0.058373	1.000000
-0.054475	-0.034040	1.000000
0.069161	-0.112257	1.000000
0.010766	0.147746	1.000000
-0.463447	-0.185588	1.000000
0.251545	-0.207783	1.000000
-0.338931	0.222263	1.000000
-0.364475	0.023580	1.000000
-0.093060	0.191695	1.000000
-0.608280	0.212288	-1.000000
-0.139076	0.026915	1.000000
-0.362995	0.189204	1.000000
0.429399	0.593252	-1.000000
0.300878	0.494624	-1.000000
0.639163	-0.203734	-1.000000
0.387114	-0.101099	1.000000
-0.075003	0.352444	1.000000
-0.811758	-0.314541	-1.000000
-0.567449	-0.051839	-1.000000
-0.049327	-0.468576	1.000000
-0.264613	-0.207274	1.000000
-0.113365	0.096580	1.000000
0.903412	-0.127743	-1.000000
0.798913	0.514763	-1.000000
0.086340	-0.424824	1.000000
0.762617	0.498092	-1.000000
0.515900	0.229150	-1.000000
0.565364	0.620983	-1.000000
-0.183505	-0.310291	1.000000
-0.723313	-0.158385	-1.000000
0.429548	0.718230	-1.000000
0.195963	-0.309003	1.000000
-0.202018	-0.008604	1.000000
-0.463432	0.594036	-1.000000
-0.922401	0.299753	-1.000000
0.313284	0.136471	1.000000
-0.576804	0.220114	-1.000000
0.263942	0.326218	1.000000
0.153849	0.134195	1.000000
-0.768446	-0.172051	-1.000000
-0.056146	0.497200	-1.000000
0.602243	0.117171	-1.000000
